...1,ISO,year,Value,Module,Policy,Broad Category,Market_non_market,Buildingblock,PriorityArea_new,Policy_new,Policytype_detail_new,Policytype,Policy_name_fig_1,Policy_name_fig_2_3,Policy_name_fig_4,Cluster_categories,Policy Name (our short framing),prev_value,introduction,jump,intensification,intensification_jump,is_price,is_subsidy,is_standard,is_reg,priceintro,regintro,subsidyintro,standardintro,price,reg,subsidy,standard,state,first_price_year,first_reg_year,path_group,path
48303,NZL,2012,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48337,NZL,2012,2,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,2,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48371,NZL,2012,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48066,NZL,2013,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48100,NZL,2013,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48134,NZL,2013,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48168,NZL,2013,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48202,NZL,2013,5.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,6,0,-0.5,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48236,NZL,2013,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48270,NZL,2013,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48304,NZL,2013,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48338,NZL,2013,2,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,2,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48372,NZL,2013,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48067,NZL,2014,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48101,NZL,2014,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48135,NZL,2014,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48169,NZL,2014,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48203,NZL,2014,5.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,5.5,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48237,NZL,2014,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48271,NZL,2014,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48305,NZL,2014,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48339,NZL,2014,2,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,2,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48373,NZL,2014,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48068,NZL,2015,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48102,NZL,2015,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48136,NZL,2015,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48170,NZL,2015,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48204,NZL,2015,6,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,5.5,0,0.5,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48238,NZL,2015,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48272,NZL,2015,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48306,NZL,2015,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48340,NZL,2015,2,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,2,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48374,NZL,2015,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48069,NZL,2016,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48103,NZL,2016,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48137,NZL,2016,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48171,NZL,2016,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48205,NZL,2016,7.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,6,0,1.5,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48239,NZL,2016,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48273,NZL,2016,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48307,NZL,2016,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,price_first
48341,NZL,2016,6,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,2,0,4,1,4,0,0,0,1,0,1,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48375,NZL,2016,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48070,NZL,2017,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48104,NZL,2017,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48138,NZL,2017,4.75,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,1,4.75,0,NA,0,0,0,1,0,1,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48172,NZL,2017,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48206,NZL,2017,7.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48240,NZL,2017,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48274,NZL,2017,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48308,NZL,2017,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48342,NZL,2017,9,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,6,0,3,1,3,0,0,0,1,0,1,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48376,NZL,2017,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48071,NZL,2018,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48105,NZL,2018,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48139,NZL,2018,4.75,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,4.75,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48173,NZL,2018,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48207,NZL,2018,7.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48241,NZL,2018,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
48275,NZL,2018,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,both,2010,2016,price_first,price_first
