ISO,year,pop,importpcGDP,AVservicepcGDP,GDP2015,GDPgrowth,GDPpc2015,GDPpc2015ppp,urbpop,GDPpc2015_trend,GDPpc2015_cycle,govteffectiveness,regquality,ruleoflaw,annual_HDD,annual_CDD,tempvariation
POL,2008,38125759,42.9059088559607,55.8299281086221,388394800371.40204,4.38377069274605,10187.2017910883,25553.905840653406,23304704,10060.189386836508,127.01240425179276,59.3020561,67.27033089999999,66.46266250000001,2624.056176896952,127.7802826311941,0.4717142857142864
POL,2009,38151603,37.9645460598818,56.2042941342382,398551823849.317,2.61512859291683,10446.5289138524,26204.410367111,23264876,10456.361578838936,-9.832664986535747,60.4228425,68.575621,66.1968638,2898.2009020951036,116.01946288668907,-0.21828571428571308
POL,2010,38042794,42.33364547567019,55.329795720181714,411181642127.60297,3.1689274825803606,10808.397567423799,27112.133379738094,23148081,10823.442624368698,-15.045056944898533,61.984420899999996,69.3796607,68.08059940000001,3359.219598717148,195.80600191710033,-1.2582857142857131
POL,2011,38063255,44.60549831035181,54.294328089083,432791139408.41003,5.255462566127959,11370.313427173001,28521.661262356796,23117988,11165.313765338713,204.99966183428842,62.5902655,68.1654994,71.4463848,2804.356380641921,125.45645322384964,0.05171428571428649
POL,2012,38063164,44.80700166806189,55.334900711484494,439333996551.267,1.51178167644575,11542.235336801401,28952.915730530098,23079281,11483.449034550715,58.786302250686276,63.0116543,68.32648779999998,71.94729540000003,3014.4203583155295,194.03957069488337,-0.30828571428571294
POL,2013,38040196,44.65021907864849,56.741064668500094,442340098156.254,0.684240607051805,11628.228680952501,29168.624211074995,23026993,11812.122410699922,-183.89372974742037,64.06322580000001,69.09288729999999,71.113815400000007,2974.2357759403867,158.5381074949288,-0.2682857142857138
POL,2014,38011735,45.8133476787599,55.7052599572561,459682079851.439,3.9205086239003197,12093.162278739403,30334.8786569618,22972014,12195.013680841674,-101.8514021022711,69.011587,68.51714060000002,72.1271593,2553.73085588947,170.78104549900993,0.861714285714287
POL,2015,37986412,45.093790548441504,55.299619134775014,480054118583.367,4.431767002644782,12637.5220324406,31700.368236415397,22919591,12646.379635271722,-8.857602831121767,68.29159820000001,67.67492779999999,71.34938869999999,2568.5781469466297,237.76180442176147,0.9017142857142861
POL,2016,37970087,46.959473943707295,55.0625951252974,494605411858.33704,3.03117767594847,13026.185898871801,32675.3052259954,22873267,13164.180839949453,-137.99494107765167,65.92363940000001,67.6559059,69.95121180000001,2760.4283426894094,163.7572852304155,0.3517142857142872
POL,2017,37974826,48.873367667650186,56.070854091172194,520089746650.75,5.1524577332590695,13695.645284872402,34354.59876163189,22840296,13744.960644381277,-49.31535950887519,63.461552000000005,66.2486473,67.62015629999999,2781.890073993131,139.9732043210797,0.22171428571428642
POL,2018,37974750,50.2098867240303,56.426631377448295,552573816155.989,6.2458584723942,14551.0850277089,36500.411428258405,22805102,14363.183207501195,187.90182020770408,64.7981864,66.88542149999999,66.3848598,2647.0596978260755,265.46801249037446,1.0617142857142863
POL,2019,37965475,48.968140336198715,56.824734034622495,577884228677.5441,4.58045817256199,15221.3090624454,38181.6230334689,22765093,14985.42223072179,235.88683172361016,64.23461900000002,67.91750010000001,66.0240098,2455.0406677921246,252.14149910753426,1.241714285714286
POL,2020,37515748,46.82520571041881,57.0960625229325,566120997479.7719,-2.0355688239997694,15090.222844011303,37852.802131363904,22462109,15608.315706688882,-518.0928626775785,64.4958416,65.67408809999998,64.88289029999999,2478.6249867113465,160.80010716034988,1.1217142857142868
POL,2021,36981559,53.836306949642996,56.45218255146119,605337233054.7819,6.927182660525008,16368.623968902502,41059.584782968195,22118541,16266.243521124057,102.38044777844516,62.78865280000001,65.48656910000001,64.0186411,2972.885089875658,188.58631021247038,-0.15828571428571436
POL,2022,36821749,60.668816614799205,57.2217295257752,637150470884.733,5.25545697386036,17303.64494323,43405.021579744105,22031023,16910.690701720483,392.9542415095166,61.3624514,65.69806849999999,63.0667016,2664.1282988882886,209.0413571570918,0.7917142857142867
PRT,1996,10063945,33.661340167544196,57.80811475664459,164086378007.658,3.50424653058748,16304.379446395902,30378.7557756388,5202382,16442.166149826,-137.786703430098,65.3840853,69.62028679999999,78.60124590000001,873.8822373174232,305.6684017201395,-0.5691428571428592
PRT,1997,10108977,35.15080675486679,58.44852623292111,171307602359.378,4.400867664580261,16946.086865108005,31574.402197912103,5295040,17054.463248313743,-108.37638320573751,65.16207545,71.2791469,77.55022955000001,594.5374764824091,323.0087068022177,0.30085714285714005
PRT,1998,10160196,36.4992716296598,58.55016921309289,179544008821.68698,4.807963189531651,17671.313508291198,32925.66387258579,5391315,17640.248554849048,31.06495344215,64.94006560000003,72.938007,76.49921320000003,778.9557185670895,332.93258669673094,-0.1291428571428579
PRT,1999,10217828,36.83235509252861,58.9529553552053,186558035204.778,3.9065777962311303,18258.0911720943,34018.963706650495,5491027,18157.7924267657,100.29874532860049,66.45550820000001,71.932314,76.15183580000001,909.8046024490578,308.3591599556521,-0.3791428571428579
PRT,2000,10289898,39.24837739243431,60.022219462927204,193677420299.11502,3.81617714108242,18822.0933092937,35069.82757051299,5598236,18570.335613948228,251.75769534547362,67.9709508,70.92662100000001,75.8044584,871.9673343345507,311.03569679674433,-0.3691428571428581
PRT,2001,10362722,37.65462906358559,60.5837971257288,197441874347.86,1.9436721342791499,19053.089945659,35500.226680408996,5706542,18857.166665533758,195.92328012524376,70.30849045,72.9812562,77.03032345,868.670010640544,327.6446391890651,-0.2491428571428589
PRT,2002,10419631,35.2348971843795,61.23805922240291,198964002685.767,0.7709247812477139,19095.110247739794,35578.5200308997,5813039,19037.855361914695,57.254885825099336,72.64603009999999,75.0358914,78.2561885,753.3960117618454,234.05297542348535,-0.33914285714285874
PRT,2003,10458821,33.7717555904736,62.1322775884069,197112600768.677,-0.9305210450629179,18846.541189363204,35115.37951441271,5918286,19163.31920830348,-316.7780189402765,68.3321604,74.0779148,78.58217119999999,833.2840032754723,420.72857466192596,0.12085714285714033
PRT,2004,10483861,35.537542111775906,62.5652601326721,200638423891.103,1.7887355291729101,19137.8370898949,35658.12982575029,6019538,19293.636491644582,-155.79940174968215,64.685555,73.1272057,77.4017511,921.5127089658855,380.3902218624536,-0.3091428571428594
PRT,2005,10503330,35.8603370144983,62.9727336595912,202207110531.02298,0.781847569123585,19251.714506829994,35870.30927414991,6117673,19438.20101585203,-186.48650902203735,65.5595306,74.63344099999999,76.69113490000001,960.7042249924104,412.06024582914984,-0.27914285714285825
PRT,2006,10522288,38.1896486771007,62.89455252288501,205493047516.038,1.6250353295615603,19529.312210047694,36387.5367379519,6211737,19581.47868055991,-52.16647051221662,67.4823984,72.04139860000001,74.8098295,845.2632918518505,450.1700554320658,0.2808571428571405
PRT,2007,10542964,38.751933010461805,63.501585543125,210643893867.297,2.5065793775123106,19979.570628079196,37226.47026267,6299222,19678.09754395877,301.4730841204255,67.08005879999999,73.3337104,76.84891060000001,856.0075396959712,260.38266188172724,-0.4391428571428584
PRT,2008,10558177,40.81466384377359,64.7713259125775,211316368904.681,0.31924734443455793,20014.4749330004,37291.504896966006,6371966,19674.33902895721,340.13590404319257,68.70359760000001,73.48550560000001,75.8460687,866.434415484043,245.46244207487752,-0.39914285714285924
PRT,2009,10568247,34.1989508086976,66.787257798424,204718906458.637,-3.12207827545093,19371.131887685497,36092.81093146851,6426196,19564.72025192309,-193.58836423759203,70.92207669999999,73.354934,74.65247549999998,811.6162016718171,373.46797944811857,0.29085714285714204
PRT,2010,10573100,37.6616550692709,65.9900107723019,208276152407.91202,1.7376245364003597,19698.683679139696,36703.1141882821,6457932,19398.180073871186,300.50360526851,65.6166708,69.76080540000001,72.12775309999999,893.9322696445327,426.07390082011426,-0.1791428571428586
PRT,2011,10557560,38.5960625767303,66.27271086177979,204707283345.74902,-1.7135274590506497,19389.639589616196,36127.29497661539,6455005,19192.68321753825,196.95637207794425,68.0243655,66.6460287,71.8876517,743.8801970699776,366.9814778481171,0.3108571428571416
PRT,2012,10514844,38.2176009968034,66.391814938701,196414790526.28,-4.050902676219349,18679.7626789594,34804.63333404811,6428879,19014.274982503983,-334.5123035445831,69.0760206,66.03600279999999,72.24939660000001,934.3009481965055,330.69637302134515,-0.1191428571428581
PRT,2013,10457295,38.466555354947005,66.87401727706329,194481859660.11102,-0.9841065741483279,18597.7214623964,34651.77194550549,6393646,18960.513687880557,-362.7922254841578,69.1208449,66.43696120000001,72.4650071,921.2402442502819,405.1288950246638,-0.3091428571428594
PRT,2014,10401062,40.03557849044981,66.30772466761901,195923731482.461,0.741391420706506,18836.8967978906,35097.40982632291,6359152,19075.435684213026,-238.53888632242524,69.49322120000002,64.29495460000003,74.4884282,762.3648287304954,312.6209889188984,0.2608571428571409
PRT,2015,10358076,39.94700921763769,65.43575413647388,199038523119.639,1.5897980370268099,19215.7813014347,35803.35756497691,6332666,19345.030565968973,-129.2492645342718,72.9656451,68.26960660000002,76.3661314,743.3133521330594,343.6843610875777,0.3108571428571416
PRT,2016,10325452,39.167257558343586,65.41151092809481,203027536357.754,2.0041412966657504,19662.823124620005,36636.29784416329,6312393,19717.121705804406,-54.29858118440097,72.60314829999999,68.10836269999999,76.1665458,812.4433042340343,412.9243487367671,0.22085714285714175
PRT,2017,10300300,41.865113658934106,65.2644211981992,209757330876.906,3.3147200817598597,20364.1962735946,37943.11505056729,6296540,20118.85259404984,245.34367954475965,75.25749040000001,69.44304440000002,77.14027229999999,730.892923788749,384.93753793173073,0.6108571428571423
PRT,2018,10283822,43.05811492098791,65.11898580532969,215937376369.165,2.9462834344920195,20997.7745987013,39123.6151282571,6285812,20468.678948046305,529.0956506549956,71.95450740000001,69.6061698,76.41865680000001,892.3688373837739,364.785009154182,-0.1191428571428581
PRT,2019,10286263,43.117862965059494,65.58607854230148,221866335067.158,2.7456843264859603,21569.187475291903,40188.28687992191,6286442,20724.311473862,844.8760014299041,71.0506386,70.63295869999999,76.1813298,765.3713373791251,294.471298814392,0.20085714285714218
PRT,2020,10297081,39.252625586468596,65.56695787384449,203663019645.466,-8.20463159324387,19778.713952572198,36852.22873380999,6291955,20928.116181669928,-1149.40222909773,72.70429800000001,67.530389,77.32588279999997,672.4372727392624,388.05239680435153,0.5708571428571396
PRT,2021,10361831,44.32511803054631,65.06870625754108,214984151437.597,5.55875672070374,20747.699073416294,38657.6677223425,6330574,21257.639241871864,-509.94016845557053,74.04642540000002,66.7000979,77.08537189999998,717.089923102934,269.53094117937536,0.12085714285714033
PRT,2022,10434332,51.882464278983896,66.19337181294247,230002603240.143,6.985841375802781,22042.8680283647,41070.861152974,6378082,21706.52246821393,336.3455601507703,71.2121173,67.61558149999999,76.338565,627.9269774715393,420.2723689043495,1.05085714285714
ROU,1996,22619004,34.3238757606892,39.840354066229395,107771339314.17102,3.9077020881615905,4764.636821062992,15488.6217092877,12141321,4510.216723713806,254.4200973491861,34.352593999999996,48.20699690000001,56.3347969,3000.9675657088965,297.9550039192141,-1.4417142857142853
ROU,1997,22553978,35.008098007458806,40.0182744381395,102545439457.276,-4.849062737970301,4546.667530547211,14780.059018818501,12054071,4510.89749504174,35.77003550547124,34.31174215,51.37549185,55.2826369,2909.2357912863094,229.0746608494803,-1.4717142857142864
ROU,1998,22507344,30.8233151479287,43.590928374365305,100463958892.94798,-2.02981290571721,4463.60791806212,14510.0533572297,11978451,4516.750127267598,-53.14220920547814,34.270890300000005,54.5439868,54.230476900000006,2773.432292105532,338.1132009788376,-0.9017142857142861
ROU,1999,22472040,31.311857839438105,46.5998142450804,100085550636.34799,-0.376660705758994,4453.781260461812,14478.109394246998,11914613,4567.228223005741,-113.44696254392875,36.587795,51.55855150000001,53.0808854,2545.4590097864884,357.9326894221905,-0.2517142857142858
ROU,2000,22442971,26.932441071258598,49.18087720144279,102548919722.12701,2.4612634592269,4569.311243245241,14853.667965994298,11863793,4693.282631397648,-123.9713881524076,38.904699699999995,48.57311620000001,51.9312939,2460.479190592723,399.4013087020098,0.29828571428571315
ROU,2001,22131970,29.822627551933092,45.236363140741105,107900062083.039,5.218136256737078,4875.30310600635,15848.369637163798,11677892,4907.71268757778,-32.40958157142995,40.5039256,50.544479100000004,52.258589,2614.837123177384,361.38867049735023,-0.46171428571428663
ROU,2002,21730496,29.697218455193504,45.6522724213001,114053593614.452,5.702991650437709,5248.54994632668,17061.700124044204,11462107,5203.482304576211,45.06764175046828,42.1031515,52.515842,52.585884099999994,2512.7224222942095,364.11435556045075,0.15828571428571436
ROU,2003,21574326,31.966791998232598,45.25754803103,116723756275.208,2.3411473291952096,5410.308357962519,17587.535552895093,11391751,5568.3698623715845,-158.0615044090655,39.88128919999999,52.2073436,52.1184827,2910.7930083177857,437.50930288387104,-0.7817142857142869
ROU,2004,21451748,34.8825424019048,45.16108861764129,128895841498.556,10.4281130180976,6008.640484614851,19532.561021628302,11351735,5997.364563622623,11.275920992227839,45.078003,53.0443455,54.381920799999996,2603.485804894859,243.85929394292094,-0.6417142857142863
ROU,2005,21319685,34.82532884290321,47.9286025784533,134912890211.095,4.668148050848699,6328.090223241831,20571.0108222199,11315318,6460.165770282601,-132.0755470407703,41.3105724,54.7086625,55.3960116,2750.493221049992,262.16673250166355,-0.9417142857142853
ROU,2006,21193760,36.9123994274755,48.25351423988501,145744791283.304,8.028811075991628,6876.77841417966,22354.656490284404,11287084,6928.276991663549,-51.498577483888766,42.53168409999999,59.96124739999999,57.3076423,2687.1206348232645,323.41724071515245,-0.6217142857142868
ROU,2007,20882982,38.79432762395081,49.346486219702484,156287689281.09,7.23380774362805,7483.973758206108,24328.494023019604,11161386,7352.06964955097,131.90410865513786,41.99834830000001,61.06591240000001,57.7380045,2369.731340815092,495.91723910438515,0.7082857142857133
ROU,2008,20537875,39.0197013363802,46.6274099654077,170834114652.88797,9.30746717077338,8318.003427953881,27039.712219533398,11014418,7673.675393332947,644.328034620934,41.5058701,61.1510939,58.5579585,2414.184518116347,389.8498330916922,0.3882857142857148
ROU,2009,20367487,32.44768134384189,48.381958398220704,161409698529.133,-5.51670615843011,7924.87058070212,25761.737385090604,10955165,7856.330529782387,68.5400509197325,41.6206754,60.208603200000006,59.012902800000006,2407.957486676096,376.7163416691277,0.3882857142857148
ROU,2010,20246871,38.3133421840234,45.9961975955111,155105339843.99,-3.9058115730297196,7660.706676305171,24903.0077613835,10913837,7966.363851211545,-305.65717490637417,46.94328339999999,61.52193200000001,58.7492572,2631.549288474054,398.5679663583684,-0.2517142857142858
ROU,2011,20147528,41.034747588273895,42.334516845896395,162078238594.70102,4.495589099463131,8044.57194920892,26150.8560702105,10871785,8081.070558079829,-36.498608870909266,47.869475900000005,60.77530190000001,59.582329300000005,2738.894790688874,389.8396535711458,-0.3717142857142868
ROU,2012,20058035,40.88596100510819,49.4343903967501,165163587446.019,1.90361696799603,8234.28553425194,26767.5666532405,10822575,8228.840702861626,5.444831390313993,47.63855100000001,59.715400900000006,59.491348300000006,2682.2179227725933,587.8546835716334,0.2082857142857133
ROU,2013,19983693,41.15224956224648,50.55308928905029,165624017079.639,0.278771877470234,8287.958440896762,26942.0436130341,10773244,8432.224560611974,-144.26611971521197,50.448680499999995,61.0062002,60.4950077,2434.1458720830196,398.04408203468324,0.3282857142857143
ROU,2014,19908979,41.8984310178575,50.91625866154389,172441103432.375,4.116001092678321,8661.47397274241,28156.247547681498,10716350,8714.643579408368,-53.16960666595878,50.3717113,60.977392200000004,63.2525014,2324.8976316406474,334.0460496785452,0.7382857142857144
ROU,2015,19815616,42.171383116884904,52.6060117162535,177885131240.315,3.1570360543854004,8977.017481581961,29181.9991893663,10642409,9076.43662817387,-99.41914659190843,51.1153654,62.0032978,63.6014536,2336.0167572214677,493.1351262521517,0.7982857142857132
ROU,2016,19702267,43.476193116314704,55.11537846361749,182972525962.27502,2.8599325230208894,9286.87678236598,30189.2729172886,10551119,9509.435438764987,-222.5586563990073,49.022391600000006,61.920764399999996,63.3368063,2462.796020250655,433.375643232638,0.29828571428571315
ROU,2017,19588715,44.821790360637095,56.911904197714286,197967999561.02,8.19547826641261,10106.2269557253,32852.77180696269,10453491,9989.564679583524,116.6622761417766,49.0059945,61.4735595,63.7768049,2466.2624117304244,438.170704303932,0.3182857142857145
ROU,2018,19473970,45.3069789051814,56.776921904976106,208647427408.285,5.394522281856749,10714.1701157127,34829.04029906841,10349358,10457.139634007446,257.0304817052547,49.355108,60.9392095,62.249196600000005,2364.444971587674,443.6638012921245,0.9382857142857137
