"","Name","Sector","Y_1970","Y_1971","Y_1972","Y_1973","Y_1974","Y_1975","Y_1976","Y_1977","Y_1978","Y_1979","Y_1980","Y_1981","Y_1982","Y_1983","Y_1984","Y_1985","Y_1986","Y_1987","Y_1988","Y_1989","Y_1990","Y_1991","Y_1992","Y_1993","Y_1994","Y_1995","Y_1996","Y_1997","Y_1998","Y_1999","Y_2000","Y_2001","Y_2002","Y_2003","Y_2004","Y_2005","Y_2006","Y_2007","Y_2008","Y_2009","Y_2010","Y_2011","Y_2012","Y_2013","Y_2014","Y_2015","Y_2016","Y_2017","Y_2018","Y_2019","Y_2020","Y_2021","Y_2022","Y_2023","Y_2024"
"22","Antigua and Barbuda","Buildings",1.0252019465259,1.0243399442506,1.1690562614925,1.0693858859215,1.2138216771144,3.9663179736336,4.758172485864,4.8042974553622,4.8512707470036,4.8946749085131,4.9681919750501,3.9828123845718,5.5373243142471,3.4725816019578,7.3289821901675,7.2271049463987,7.5723312145791,9.3901676916646,11.154906099814,11.306322319545,13.162506866137,15.637623789424,13.145018155205,12.232487381161,13.409144302271,13.828943217715,13.748187746518,14.335557029305,14.272059171443,14.089280347358,7.7658200298768,7.360177154053,7.8676012643841,8.0022995893877,8.2056641662623,8.701402396257,9.7135402785582,10.005610749841,10.528697846852,12.999712886394,15.155594684656,12.02116638897,13.980549798438,17.130789614829,19.715071473688,20.799498405026,28.065609066907,21.534616209013,23.964264184105,29.593929823211,25.41354663064,25.289763030739,25.373723072279,25.32234414842,26.295250180968
"23","Antigua and Barbuda","Electricity & heat",71.415258737057,71.355211918251,93.322874160652,89.183370030684,78.075373370161,102.09409678802,87.336703826735,97.193552421992,94.310804752497,90.211943424424,90.083566480751,76.68301592231,97.025804109398,53.122866882332,66.070093671628,65.933108025738,69.066969454565,91.982952414815,98.228706099815,98.21562490885,88.830466439143,85.888560271704,89.614954806431,87.231911539561,95.515131216388,99.74460361072,99.312014572229,103.36307965792,104.71195680372,104.71450119956,72.239862232418,71.322054180822,78.790076197227,88.671119412939,91.335238107053,94.926058689349,108.86811315779,121.1076444711,130.11421599452,147.13480889791,146.93703724938,114.12410475951,119.08082666355,134.24815456958,140.85194179796,144.71106361405,156.18532271335,132.49978302551,139.31010987061,164.35340069654,167.6312539626,167.3837291064,173.61456178076,173.26301189882,179.91992440683
"24","Antigua and Barbuda","Industry",1.77287707900952,1.77213198394517,1.86991068586886,1.74876497672002,1.84205490224011,1.98193229370012,2.1055656248925,2.1732919971276,2.2388154431575,2.1652234869141,2.479458506233,2.5263140562602,2.7336431310308,2.2459299792098,2.4059434884103,2.6441164347526,3.4680762553873,4.0397256476261,3.7639074244284,4.4658520457322,8.821012349437,8.2842605178826,6.9822523938468,6.3800042937375,6.6448645538446,7.1816643085098,7.0201257246998,6.694803041303,6.8220569320342,7.2036823642244,4.5483665603152,5.02916424251207,10.5870561498144,9.92313141775651,9.48465765209709,8.37857525728786,8.23121346633323,8.0234794959392,7.0996800536074,9.0820609921187,10.2191837332035,9.3695834287177,13.0618208165629,14.8080475868186,15.854350834656,17.0416159012106,15.9771783247324,21.5026672057298,19.1501945247405,19.9345372186935,20.3944517625855,23.902702009769,24.778577642813,24.7796402298763,25.7320239222631
"25","Antigua and Barbuda","Transport",4.2853185946714,4.2817154466364,4.3300636401065,4.8599073570605,5.5120962381248,8.0830201452814,8.5598668131793,8.9809428556948,9.228617512525,7.8624075952192,12.187562958767,11.198144003041,16.084647016641,10.21271881195,12.621907267849,11.819009627784,13.142398174186,17.245897728907,18.446711014713,19.38813614446,39.38260026916,40.819290799483,42.816412848078,42.974290352957,46.473522469127,48.627595362637,47.862316538839,51.936473373971,56.252571904889,58.020540302991,40.718321280516,40.087198473533,43.4769985888,46.133774647687,46.224274694961,49.154053372323,56.784068453644,62.055546328547,68.403983054246,81.372631349797,90.407301073309,60.458361556301,63.078776934104,72.080340893738,80.120553920201,85.05155842118,90.917296995241,80.312424246153,83.844712729891,101.25299845506,92.406327651357,94.675130063697,98.200299501034,98.00145498395,101.76675436514
"26","Argentina","Buildings",12112.19935006,12112.19935006,11785.73902157,14451.70491546,14864.40263866,15436.97257954,16986.40800977,18082.78012986,17356.41112466,17427.52650099,17393.75650231,18378.7313977,17842.0994402,19459.9818513,19611.79034422,18708.36279169,20047.71118358,21266.16140396,22489.89109562,21186.62106628,22030.59225308,22199.25193434,22151.9911112,24557.93409238,25325.76989419,25710.93761265,26030.87394893,25961.82835951,25888.32330012,27280.22742829,28125.9290571,26896.19497529,26016.02838927,28680.00554041,31725.11998863,33186.07930713,33852.58593845,38797.47557422,37075.17252441,35322.79336371,39807.65769716,40323.51469431,41107.10480321,43573.32705096,41344.09084288,42045.36736532,42220.99897579,40333.2688293,38603.20089872,37575.3421558,35516.69837298,36790.37505887,41247.3685766,40494.980853094,39404.299447325
"27","Argentina","Electricity & heat",19290.55918809,19290.55918809,21129.1474624,19776.68385759,18817.88265116,18425.27345616,19028.65631158,21557.48349871,18632.47546122,20828.99372889,18699.48794681,17233.78243968,15705.61278899,17196.85007652,15768.83938581,14216.08063033,17721.54003676,18855.10843871,25203.11809129,24851.00956504,18808.08468129,20884.36509516,19597.44711078,20142.99109298,20610.80470872,21160.78135589,24485.40704663,22743.94013704,25376.22728655,30068.54161173,28956.58878434,26299.13110023,23764.47872051,27646.5333574,34365.84379675,36712.05208814,39653.1860043,39048.00895875,43033.48770874,40200.73544522,42841.05282992,48208.29003519,50689.35688891,48325.452465799,50031.95036362,52209.46135709,53517.95084588,50771.17538067,47073.14952688,39989.64885933,39008.27675018,47052.14784264,44979.05342947,41089.050060335,39119.771214064
"28","Argentina","Industry",21196.0871832562,21507.7318181009,19746.7741403557,20725.4554107629,21780.3970127675,20554.3288684521,22195.1171898839,20190.230179617,22295.4829865249,22468.4833517988,21008.677330619,19382.9898581175,19449.9190883793,19592.4576504265,20980.0143398125,18598.9666341694,19715.2897089165,22759.9116526909,20192.5307555458,18543.3502885701,17385.6852718179,18208.493012436,19421.6074133175,19070.8547197975,21928.7674209924,21524.2161243262,22167.2761441545,26639.0251338197,26746.937345064,24642.8167876248,23106.1006092934,23641.6822224864,22492.7859282286,25613.6152284805,27245.9816079064,28367.4577346626,30871.3161638258,30477.4661798725,30808.2783458416,26943.3817899662,29265.8190275067,31263.5627913375,29538.3447332966,31697.0326161565,31644.9717757134,32121.6870268368,29694.3146464657,30206.4039342857,31642.0749653784,31470.0481064284,30021.3664408387,27760.3587466213,33091.6467503935,33566.9837645286,32895.423950342
"29","Argentina","Transport",20986.07758977,20986.07758977,22360.0669083,23503.87365055,23635.28667048,21751.43675583,21934.32856961,23711.20366815,24681.08726137,26901.65470746,28327.11223443,28375.02026346,28199.23471038,28264.2606594,27373.42474311,25643.9281437,26670.40075767,27177.99052728,25559.23086417,25624.82005359,26400.83531472,28049.95567407,29841.41080932,31971.27485649,31315.25129091,32367.079633589,37342.98623031,37519.614564361,40031.23723524,37424.07971463,36240.27819171,33023.29162935,30645.26540841,31012.88052339,32957.39302056,33343.47395148,35856.43681911,39206.17843962,41356.91902305,37891.30419102,39125.39863914,40367.40613758,39601.48444401,42688.94044518,39229.93049166,41345.670519,40952.89915878,42066.79189812,43432.92016137,42818.57699106,34377.97587465,43078.46045271,47006.35053717,47348.656164734,43738.043890454
"30","Armenia","Buildings",3359.5879449989,3359.5879449989,3544.6307566727,3723.0632893815,3893.9245401534,4394.9367899758,4300.9865409936,4454.4203533967,4615.1164830566,4772.436852372,5361.6777323738,5556.0563064022,5658.2862551892,5785.2390555356,6017.9401204854,6212.0270075758,6334.1015434167,6504.9556408069,6700.2365583865,6786.8833209337,6918.85797945,4392.10210809,1882.13695662,589.80465845,785.49699881,1162.04628627,249.19529374,323.31480448,336.69471058,282.92639918,307.43351463,340.35305073,389.8361806,476.81148472,647.43330927,725.74329927,745.49393548,1069.95591043,1193.65182338,1120.92849561,973.20848864,1123.65497805,1257.53103108,1240.45201376,1077.41306081,1224.93543943,1339.93470679,1460.99584213,1315.3110383,1632.3547221,1772.47888292,1933.9967092,2022.40473892,1919.9518535565,1928.3941465947
"31","Armenia","Electricity & heat",2422.3189246615,2422.3189246614,2666.372962982,3136.8749017197,3589.4483884268,3961.8273944284,4217.3052800192,4432.0924381035,4659.9722595618,4904.0438222184,5114.8878422922,5374.267722997,5475.3270965743,5544.9616002598,5480.4919904067,5483.7160462897,5393.4050532538,5369.647881974,5127.9003856048,4726.8161450956,6100.44379023,7799.63030463,4866.3720294,813.06915927,821.07876738,1392.34423938,1536.50938161,1801.32957546,1786.43718561,1455.82858707,1600.98738756,1539.4400439,917.40331122,878.17257,766.69054902,949.46459586,903.41764854,1081.54625634,1040.39701293,645.31258341,632.74065756,945.4251378,1431.64398366,1321.32320463,1130.85333174,1271.8836603,1172.91155223,1238.89154763,1483.94342184,1353.36100581,1423.88497779,1626.11503758,1667.78664492,1575.5776654009,1579.2754657741
