"","Name","Module","year","Emissions_co2","Emissions_co2e","nonco2","ISO","Classification","lnEmissions_co2","lnEmissions_co2e","lnEmissions_nonco2"
"43","Argentina","Buildings","2012",41107.10480321,42417.169855105,11.090367953955,"ARG","UMICs",10.6239362518028,10.655308508663,2.40607697970772
"44","Argentina","Buildings","2013",43573.32705096,45041.4979121395,12.29929732268,"ARG","UMICs",10.6822004772464,10.7153395196349,2.50954213250909
"45","Argentina","Buildings","2014",41344.09084288,42689.5472187205,11.73106274362,"ARG","UMICs",10.6296847843844,10.6617093734348,2.46224025904052
"46","Argentina","Buildings","2015",42045.36736532,43431.7177098885,11.985659803435,"ARG","UMICs",10.6465044896606,10.678945275976,2.48371091880615
"47","Argentina","Buildings","2016",42220.99897579,43593.1961058605,11.700387673175,"ARG","UMICs",10.6506729823206,10.6826563645418,2.45962197571418
"48","Argentina","Buildings","2017",40333.2688293,41732.34893787,11.554830080295,"ARG","UMICs",10.6049319366359,10.6390318609511,2.44710353832138
"49","Argentina","Buildings","2018",38603.20089872,39865.3961312985,11.032623585775,"ARG","UMICs",10.5610904768522,10.5932639617065,2.40085666407254
"50","Argentina","Buildings","2019",37575.3421558,38827.300606633,10.966371230835,"ARG","UMICs",10.5341033205225,10.5668789020664,2.39483342930281
"51","Argentina","Buildings","2020",35516.69837298,36638.699247364,10.253271463605,"ARG","UMICs",10.4777582415747,10.5088603172672,2.32759682184238
"52","Argentina","Buildings","2021",36790.37505887,38108.779161475,11.024624167605,"ARG","UMICs",10.5129915426342,10.5481999587569,2.40013133164574
"53","Argentina","Buildings","2022",41247.3685766,42646.954331136,11.21357807177,"ARG","UMICs",10.6273425976456,10.6607111396111,2.41712537186166
"54","Argentina","Buildings","2023",40494.980853094,41875.2350109311,10.5862037403985,"ARG","UMICs",10.6089333158615,10.642449881313,2.35955161946243
